Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
ANSS,Common Stock,ANSYS Inc,"Ansys, Inc. is an American company based in Canonsburg, Pennsylvania. It develops and markets multiphysics engineering simulation software for product design, testing and operation and offers its products and services to customers worldwide.",1013462.0,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"2600 ANSYS DRIVE, SOUTHPOINTE, CANONSBURG, PA, US",December,2024-03-31,27942984000.0,677695000,64.14,2.38,61.97,None,None,4.99,25.64,0.195,0.0929,0.0497,0.0853,2227107000.0,1884284000.0,4.99,-0.653,-0.084,343.39,1.0,2.0,10.0,1.0,0.0,64.14,35.71,12.91,5.28,12.72,40.65,1.108,364.31,258.01,324.84,321.21,87300000.0,None,None
AON,Common Stock,Aon PLC,"Aon plc is a multinational professional services firm that sells a range of financial risk-mitigation products, including insurance, pension administration, and health-insurance plans.",315293.0,NYSE,USD,USA,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE","THE LEADENHALL BUILDING, 122 LEADENHALL STREET, LONDON, GB",December,2024-03-31,65037742000.0,4407000000,23.37,1.523,-0.67,2.46,0.009,12.77,67.29,0.19,0.387,0.0692,1.761,13575000000.0,5823000000.0,12.77,0.055,0.051,321.13,1.0,3.0,13.0,4.0,0.0,23.37,19.05,4.566,89.18,5.38,18.41,0.907,342.46,267.42,291.56,307.45,217431000.0,2024-08-15,2024-08-01
APA,Common Stock,APA Corporation,"APA Corporation is the holding company for Apache Corporation, a company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in Houston.",6769.0,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"2000 POST OAK BLVD, STE 100, HOUSTON, TX, US",December,2024-03-31,11391882000.0,4942000000,3.444,0.17,8.66,1,0.0326,8.91,26.44,0.34,0.31,0.14,1.216,8083000000.0,7636000000.0,8.91,-0.438,-0.005,39.04,3.0,8.0,14.0,5.0,0.0,3.444,6.98,1.548,4.718,2.143,3.735,3.27,44.81,26.96,29.71,33.15,371192000.0,2024-08-22,2024-07-22
AAPL,Common Stock,Apple Inc,"Apple Inc. is an American multinational technology company that specializes in consumer electronics, computer software, and online services. Apple is the world's largest technology company by revenue (totalling $274.5 billion in 2020) and, since January 2021, the world's most valuable company. As of 2021, Apple is the world's fourth-largest PC vendor by unit sales, and fourth-largest smartphone manufacturer. It is one of the Big Five American information technology companies, along with Amazon, Google, Microsoft, and Facebook.",320193.0,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE INFINITE LOOP, CUPERTINO, CA, US",September,2024-03-31,3450325697000.0,129629004000,34.94,2.351,4.837,0.96,0.0044,6.44,24.54,0.263,0.307,0.221,1.472,381623009000.0,170782000000.0,6.44,0.007,-0.043,223.02,12.0,19.0,12.0,1.0,0.0,34.94,30.21,9.01,46.33,9.11,26.13,1.244,237.23,163.86,207.76,187.9,15334100000.0,2024-05-16,2024-05-10
AMAT,Common Stock,Applied Materials Inc,"Applied Materials, Inc. is an American corporation that supplies equipment, services and software for the manufacture of semiconductor (integrated circuit) chips for electronics, flat panel displays for computers, smartphones and televisions, and solar products. The company also supplies equipment to produce coatings for flexible electronics, packaging and other applications. The company is headquartered in Santa Clara, California, in Silicon Valley.",6951.0,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"3050 BOWERS AVE, SANTA CLARA, CA, US",October,2024-04-30,185027445000.0,8105000000,25.25,2.483,21.98,1.36,0.0073,8.7,31.8,0.276,0.288,0.157,0.452,26500999000.0,11993000000.0,8.7,0.108,0.002,247.98,7.0,17.0,11.0,0.0,0.0,25.25,25.19,6.52,9.91,6.46,19.5,1.55,255.89,128.48,228.34,186.7,827975000.0,2024-09-12,2024-08-22
APTV,Common Stock,Aptiv PLC,"Aptiv plc is an auto parts company headquartered in Dublin, Ireland.",1521332.0,NYSE,USD,USA,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,"5 HANOVER QUAY, GRAND CANAL DOCK, DUBLIN, IE",December,2024-03-31,19025355000.0,2871000000,6.57,0.675,40.88,None,None,10.44,72.43,0.149,0.0988,0.0538,0.292,20134001000.0,2646000000.0,10.44,0.466,0.017,93.93,8.0,12.0,4.0,2.0,0.0,6.57,13.26,1.009,1.752,1.266,10.01,1.794,113.14,65.13,75.92,80.14,272062000.0,2020-02-19,2020-02-04
ACGL,Common Stock,Arch Capital Group Ltd,"Arch Capital Group Ltd., offers insurance, reinsurance and mortgage products worldwide. The company is headquartered in Pembroke, Bermuda.",947484.0,NASDAQ,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE","WATERLOO HOUSE, GROUND FLOOR, 100 PITTS BAY ROAD, PEMBROKE, BM",December,2024-03-31,36133790000.0,4060000000,7.6,2.24,49.56,None,None,12.67,38.98,0.337,0.298,0.0436,0.29,14407000000.0,2847711000.0,12.67,0.562,0.244,111.0,3.0,10.0,4.0,0.0,0.0,7.6,10.91,2.476,1.927,2.752,-,0.583,103.79,72.85,99.67,88.79,375494000.0,None,None
ADM,Common Stock,Archer-Daniels-Midland Company,"The Archer-Daniels-Midland Company, commonly known as ADM, is an American multinational food processing and commodities trading corporation founded in 1902 and headquartered in Chicago, Illinois. The company operates more than 270 plants and 420 crop procurement facilities worldwide, where cereal grains and oilseeds are processed into products used in food, beverage, nutraceutical, industrial, and animal feed markets worldwide.",7084.0,NYSE,USD,USA,MANUFACTURING,FATS & OILS,"77 W. WACKER DR., CHICAGO, IL, US",December,2024-03-31,30763934000.0,4518000000,10.86,16.43,46.25,1.85,0.0321,5.73,172.47,0.0332,0.0326,0.0386,0.124,91709997000.0,7570000000.0,5.73,-0.33,-0.092,62.27,0.0,0.0,12.0,1.0,0.0,10.86,11.4,0.326,1.268,0.413,6.47,0.73,84.79,49.84,61.86,64.24,494438000.0,2021-09-08,2024-05-15
ANET,Common Stock,Arista Networks,"Arista Networks (formerly Arastra) is an American computer networking company headquartered in Santa Clara, California. The company designs and sells multilayer network switches to deliver software-defined networking (SDN) solutions for large datacenter, cloud computing, high-performance computing, and high-frequency trading environments.",1596532.0,NYSE,USD,USA,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,"5453 GREAT AMERICA PARKWAY, SANTA CLARA, CA, US",December,2024-03-31,107298628000.0,2502342000,47.62,2.324,25.07,None,None,7.19,19.56,0.376,0.42,0.168,0.347,6080191000.0,2675696000.0,7.19,0.442,0.163,343.29,6.0,13.0,6.0,1.0,0.0,47.62,36.23,14.47,11.75,13.72,34.53,1.108,376.5,149.1,328.3,266.93,313363000.0,None,None
AJG,Common Stock,Arthur J Gallagher & Co,"Arthur J. Gallagher & Co. (AJG) is an American global insurance brokerage and risk management services firm headquartered in Rolling Meadows, Illinois.",354190.0,NYSE,USD,USA,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE","TWO PIERCE PLACE, ITASCA, IL, US",December,2024-03-31,59702944000.0,3180400000,55.2,2.09,51.72,2.25,0.0088,4.95,46.64,0.108,0.309,0.0287,0.103,10077400000.0,3643900000.0,4.95,0.223,0.199,273.77,4.0,8.0,6.0,2.0,0.0,55.2,23.15,5.36,4.753,5.81,26.88,0.727,276.38,212.12,259.49,244.09,218516000.0,2024-06-21,2024-06-07
AIZ,Common Stock,Assurant Inc,"Assurant, Inc. is a global provider of risk management products and services with headquarters in New York City.",1267238.0,NYSE,USD,USA,FINANCE,"INSURANCE CARRIERS, NEC","28 LIBERTY STREET, 41ST FLOOR, NEW YORK, NY, US",December,2024-03-31,8964951000.0,1287200000,11.85,1.46,94.57,2.84,0.017,14.55,213.64,0.0673,0.111,0.0206,0.164,11368900000.0,714400000.0,14.55,1.108,0.09,208.6,2.0,4.0,2.0,0.0,0.0,11.85,10.93,0.769,1.76,0.832,-,0.538,188.69,130.29,169.76,168.94,51986000.0,2024-06-24,2024-06-10
T,Common Stock,AT&T Inc,"AT&T Inc. is an American multinational conglomerate holding company, Delaware-registered but headquartered at Whitacre Tower in Downtown Dallas, Texas. It is the world largest telecommunications company, and the second largest provider of mobile telephone services.",732717.0,NYSE,USD,USA,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),"208 S. AKARD ST, ATTN : JAMES LACY, DALLAS, TX, US",December,2024-03-31,130568790000.0,42146001000,9.79,1.272,14.58,1.11,0.061,1.86,17.02,0.111,0.22,0.0406,0.13,122316997000.0,69893000000.0,1.86,-0.174,-0.004,20.14,5.0,10.0,11.0,2.0,0.0,9.79,7.37,0.956,1.133,2.166,5.85,0.72,19.33,13.0,18.16,16.94,7170170000.0,2024-08-01,2024-07-10
ATO,Common Stock,Atmos Energy Corporation,"Atmos Energy Corporation, headquartered in Dallas, Texas, is one of the United States' largest natural-gas-only distributors.",731802.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,NATURAL GAS DISTRIBUTION,"1800 THREE LINCOLN CTR, 5430 LBJ FREEWAY, DALLAS, TX, US",September,2024-03-31,18790220000.0,1923928000,18.78,2.741,77.01,3.09,0.0259,6.63,27.23,0.246,0.338,0.0354,0.0916,4056069000.0,2058278000.0,6.63,0.149,0.069,129.04,0.0,4.0,6.0,0.0,0.0,18.78,17.27,4.353,1.525,6.19,13.33,0.665,125.38,98.87,117.12,114.88,150877000.0,2024-06-10,2024-05-24
ADSK,Common Stock,Autodesk Inc,"Autodesk, Inc. is an American multinational software corporation that makes software products and services for the architecture, engineering, construction, manufacturing, media, education, and entertainment industries. Autodesk is headquartered in San Rafael, California.",769397.0,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"111 MCINNIS PKWY, SAN RAFAEL, CA, US",January,2024-04-30,53064778000.0,1309000000,53.53,1.422,10.05,None,None,4.6,26.38,0.177,0.211,0.0828,0.652,5645000000.0,4583000000.0,4.6,0.549,0.117,271.57,8.0,7.0,9.0,1.0,0.0,53.53,29.41,9.22,27.33,9.29,40.31,1.485,279.53,192.01,230.93,232.68,215509000.0,None,2005-03-22
ADP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZO,Common Stock,AutoZone Inc,"AutoZone, Inc. is an American retailer of aftermarket automotive parts and accessories, the largest in the United States.",866787.0,NYSE,USD,USA,TRADE & SERVICES,RETAIL-AUTO & HOME SUPPLY STORES,"123 SOUTH FRONT ST, MEMPHIS, TN, US",August,2024-05-31,50252984000.0,4247429000,20.37,1.479,-282.21,None,None,144.44,1023.63,0.146,0.212,0.142,0.0,17975507000.0,9070422000.0,144.44,0.075,0.035,3229.49,8.0,14.0,6.0,0.0,0.0,20.37,19.49,2.875,13.38,3.521,14.93,0.712,3256.37,2375.35,2874.06,2807.22,17082800.0,None,None
AVB,Common Stock,AvalonBay Communities Inc,"AvalonBay Communities, Inc. is a publicly traded real estate investment trust that invests in apartments.",915912.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"4040 WILSON BOULEVARD, STE 1000, ARLINGTON, VA, US",December,2024-03-31,29298848000.0,1744550000,30.57,5.03,82.5,6.65,0.033,6.74,19.92,0.338,0.325,0.0282,0.0835,2825516000.0,1689582000.0,6.74,0.162,0.065,210.35,3.0,6.0,14.0,0.0,0.0,30.57,37.45,9.39,2.218,12.24,17.27,0.971,211.2,156.26,200.81,184.76,142186000.0,2024-07-15,2024-06-28
AVY,Common Stock,Avery Dennison Corp,"Avery Dennison Corporation is a multinational manufacturer and distributor of pressure-sensitive adhesive materials (such as self-adhesive labels), apparel branding labels and tags, RFID inlays, and specialty medical products. The company is headquartered in Glendale, California.",8818.0,NYSE,USD,USA,MANUFACTURING,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),"207 GOODE AVENUE, GLENDALE, CA, US",December,2024-03-31,17302065000.0,1394600000,27.61,2.281,28.24,3.31,0.0164,7.78,106.64,0.0734,0.129,0.0838,0.293,8595400000.0,2404200000.0,7.78,0.758,0.069,243.19,2.0,7.0,3.0,1.0,0.0,27.61,22.37,2.033,7.99,2.396,18.02,0.89,233.47,163.28,223.52,206.96,80553000.0,2024-06-20,2024-06-05
AXON,Common Stock,Axon Enterprise Inc.,"Axon Enterprise, Inc. develops, manufactures, and sells conducted energy weapons (DEC) under the TASER brand name in the United States and internationally. The company is headquartered in Scottsdale, Arizona.",1069183.0,NASDAQ,USD,USA,MANUFACTURING,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)","17800 N. 85TH ST., SCOTTSDALE, AZ, US",December,2024-03-31,23939705000.0,194274000,92.75,2.86,24.09,None,None,3.42,22.45,0.156,0.0353,0.0296,0.163,1681084000.0,728638000.0,3.42,1.836,0.343,360.12,4.0,8.0,2.0,0.0,0.0,92.75,68.03,15.0,14.55,14.61,117.35,0.952,329.87,175.37,293.75,271.1,75467000.0,None,None
BKR,Common Stock,Baker Hughes Co,"Baker Hughes Company is an American international industrial service company and one of the world's largest oil field services companies. The company provides the oil and gas industry with products and services for oil drilling, formation evaluation, completion, production and reservoir consulting. Baker Hughes is headquartered in Houston.",1701605.0,NASDAQ,USD,USA,TECHNOLOGY,OIL & GAS FIELD MACHINERY & EQUIPMENT,"17021 ALDINE WESTFIELD ROAD, HOUSTON, TX, US",December,2024-03-31,35057402000.0,3895000000,19.5,0.96,15.43,0.8,0.0241,1.79,26.08,0.0695,0.103,0.0484,0.122,26208000000.0,4431000000.0,1.79,-0.211,0.123,40.68,6.0,16.0,4.0,0.0,0.0,19.5,16.45,1.302,2.147,1.426,9.19,1.399,36.85,27.93,33.48,32.78,997998000.0,2024-05-16,2024-05-03
BALL,Common Stock,Ball Corporation,"Ball Corporation supplies aluminum packaging products to the beverage, personal care, and household products industries in the United States, Brazil, and internationally. The company is headquartered in Westminster, Colorado.",9389.0,NYSE,USD,USA,MANUFACTURING,METAL CANS,"10 LONGS PEAK DRIVE, BROOMFIELD, CO, US",December,2024-03-31,19262058000.0,2048000000,29.84,1.466,23.35,0.8,0.0129,2.08,44.2,0.303,0.0772,0.0425,0.119,13922000000.0,2583000000.0,2.08,19.77,-0.036,71.4,3.0,4.0,10.0,1.0,0.0,29.84,21.83,1.47,5.47,2.032,14.55,0.848,71.11,42.4,64.79,60.07,310378000.0,2024-06-17,2024-06-03
BAC,Common Stock,Bank of America Corp,"The Bank of America Corporation is an American multinational investment bank and financial services holding company headquartered in Charlotte, North Carolina. Founded in San Francisco, Bank of America was formed through NationsBank's acquisition of BankAmerica in 1998. It is the second largest banking institution in the United States, after JPMorgan Chase, and the eighth largest bank in the world. Bank of America is one of the Big Four banking institutions of the United States. It services approximately 10 percent of all American bank deposits, in direct competition with JPMorgan Chase, Citigroup and Wells Fargo. Its primary financial services revolve around commercial banking, wealth management, and investment banking.",70858.0,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, US",December,2024-03-31,328016691000.0,None,14.8,3.693,34.39,0.96,0.0228,2.85,11.69,0.263,0.317,0.0077,0.085,93156000000.0,92407000000.0,2.85,-0.057,-0.008,44.61,3.0,10.0,11.0,1.0,0.0,14.8,11.09,2.998,1.073,-,-,1.356,44.44,24.44,40.24,34.75,7774750000.0,2024-06-28,2024-06-07
BK,Common Stock,Bank of New York Mellon,"The Bank of New York Mellon Corporation, commonly known as BNY Mellon, is a multinational American investment banking services holding company headquartered in New York City.",1390777.0,NYSE,USD,USA,FINANCE,STATE COMMERCIAL BANKS,"240 GREENWICH STREET, NEW YORK, NY, US",December,2024-03-31,47155454000.0,None,15.14,0.762,49.46,1.68,0.0294,4.22,23.08,0.195,0.335,0.008,0.0834,17593000000.0,16338000000.0,4.22,0.169,0.033,70.95,5.0,6.0,7.0,0.0,0.0,15.14,10.58,2.384,1.135,-,-,1.082,65.42,38.39,60.08,53.99,737957000.0,2024-08-02,2024-07-22
BBWI,Common Stock,Bath & Body Works Inc.,None,701985.0,NYSE,USD,USA,TRADE & SERVICES,RETAIL-WOMEN'S CLOTHING STORES,"THREE LIMITED PKWY, P O BOX 16000, COLUMBUS, OH, US",January,2024-04-30,7667985000.0,1568000000,8.88,0.858,-7.52,0.8,0.0233,3.87,32.67,0.119,0.135,0.152,0.0,7417000000.0,3255000000.0,3.87,0.086,-0.009,51.82,2.0,9.0,9.0,0.0,0.0,8.88,10.64,1.034,-,1.654,7.47,1.834,52.76,26.9,43.09,41.33,223231000.0,2024-06-21,2024-06-07
BAX,Common Stock,Baxter International Inc,"Baxter International Inc. is an American multinational health care company with headquarters in Deerfield, Illinois. The company primarily focuses on products to treat hemophilia, kidney disease, immune disorders and other chronic and acute medical conditions. ",10456.0,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"ONE BAXTER PKWY, DF2-1W, DEERFIELD, IL, US",December,2024-03-31,18084995000.0,2872000000,None,1.696,16.04,1.16,0.0327,-0.08,29.39,0.178,0.101,0.0354,-0.0042,14892000000.0,6031000000.0,-0.08,-0.197,0.022,41.92,1.0,2.0,14.0,0.0,0.0,-,13.91,1.387,2.445,2.141,18.97,0.574,46.08,30.28,34.2,37.36,509580000.0,2024-10-01,2024-08-30
BDX,Common Stock,Becton Dickinson and Company,"Becton, Dickinson and Company, also known as BD, is an American multinational medical technology company that manufactures and sells medical devices, instrument systems, and reagents. BD also provides consulting and analytics services in certain geographies.",10795.0,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"ONE BECTON DR, FRANKLIN LAKES, NJ, US",September,2024-03-31,68592685000.0,5070000000,50.71,1.338,88.74,3.72,0.016,4.68,68.17,0.0676,0.164,0.032,0.0537,19716000000.0,8823000000.0,4.68,0.209,0.046,274.66,6.0,8.0,4.0,0.0,0.0,50.71,17.36,3.486,2.682,4.251,19.35,0.444,281.1,218.75,232.65,239.16,289006000.0,2024-06-28,2024-09-09
BRK-B,Common Stock,Berkshire Hathaway Inc,"Berkshire Hathaway Inc. is an American multinational conglomerate holding company headquartered in Omaha, Nebraska, United States. The company wholly owns GEICO, Duracell, Dairy Queen, BNSF, Lubrizol, Fruit of the Loom, Helzberg Diamonds, Long & Foster, FlightSafety International, Pampered Chef, Forest River, and NetJets, and also owns 38.6% of Pilot Flying J; and significant minority holdings in public companies Kraft Heinz Company (26.7%), American Express (18.8%), The Coca-Cola Company (9.32%), Bank of America (11.9%), and Apple (6.3%).",1067983.0,NYSE,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE","3555 FARNAM STREET, OMAHA, NE, US",December,2024-03-31,930283848000.0,107046003000,12.73,10.06,397506.28,None,None,33.9,255402.66,0.199,0.184,0.0571,0.136,368958013000.0,-28087000000.0,33.9,-0.638,0.052,490.0,1.0,2.0,1.0,0.0,0.0,12.73,18.08,2.391,1.549,2.189,-,0.869,449.25,330.58,414.31,387.93,1311380000.0,None,None
BBY,Common Stock,Best Buy Co. Inc,"Best Buy Co., Inc. is an American multinational consumer electronics retailer headquartered in Richfield, Minnesota.",764478.0,NYSE,USD,USA,TRADE & SERVICES,"RETAIL-RADIO, TV & CONSUMER ELECTRONICS STORES","7601 PENN AVE SOUTH, RICHFIELD, MN, US",January,2024-04-30,18924589000.0,2657000000,15.39,1.439,14.26,3.7,0.0429,5.7,197.36,0.029,0.037,0.0744,0.423,42831999000.0,9912000000.0,5.7,0.018,-0.065,89.35,3.0,7.0,17.0,1.0,0.0,15.39,12.89,0.387,5.5,0.445,7.45,1.498,92.77,60.17,83.47,76.35,215714000.0,2024-07-11,2024-06-20
BIO,Common Stock,Bio-Rad Laboratories Inc,"Bio-Rad Laboratories, Inc. is an American developer and manufacturer of specialized technological products for the life science research and clinical diagnostics markets.",12208.0,NYSE,USD,USA,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,"1000 ALFRED NOBEL DRIVE, HERCULES, CA, US",December,2024-03-31,8760474000.0,502991000,None,1.19,317.32,None,None,-10.69,90.02,-0.124,0.0848,0.0169,-0.0343,2605238000.0,1568430000.0,-10.69,4.797,-0.098,343.4,0.0,2.0,4.0,0.0,0.0,-,26.95,3.28,0.98,3.205,-13.07,0.93,426.74,261.59,288.39,308.37,23445700.0,None,None
TECH,Common Stock,Bio-Techne Corp,"Bio-Techne Corporation develops, manufactures, and sells life science reagents, instruments, and services for the global clinical diagnostic and research markets. The company is headquartered in Minneapolis, Minnesota.",842023.0,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","614 MCKINLEY PL N E, MINNEAPOLIS, MN, US",June,2024-03-31,12230172000.0,326299000,62.09,1.148,12.79,0.32,0.0041,1.25,7.32,0.176,0.237,0.0611,0.104,1154281000.0,770215000.0,1.25,-0.279,0.032,83.86,5.0,5.0,4.0,0.0,0.0,62.09,33.67,9.16,5.34,9.53,29.02,1.289,85.57,51.61,76.93,70.78,157585000.0,2024-05-24,2024-05-10
